,Unnamed: 0,Path,Tour.Length,Fold,EAX.PAR10,EAX.PQR10,EAX.LOG.PAR10,EAX.LOG.PQR10,LKH.PAR10,LKH.PQR10,LKH.LOG.PAR10,LKH.LOG.PQR10,mst_dists_mean,mst_dists_median,mst_dists_varcoeff,mst_dists_sum
755,756,lkh---eax---sophisticated/1000-329.tsp,20.5408,2,100.7481,55.6385,4.6126,4.0189,3.3203,1.9275,1.2001,0.6562,0.183296950728099,0.159457313146616,0.640731637847312,0.34948194414442
756,757,lkh---eax---sophisticated/1000-33.tsp,21.0748,8,244.3052,229.408,5.4984,5.4355,2.0939,1.9115,0.739,0.6479,0.188695598718233,0.181204416493288,0.569052419677758,0.37745915564889204
757,758,lkh---eax---sophisticated/1000-330.tsp,22.8399,6,46.0395,35.3315,3.8295,3.5648,5.0116,4.971,1.6118,1.6036,0.205336202110839,0.196421467598475,0.501890507561234,0.40597481866513097
758,759,lkh---eax---sophisticated/1000-331.tsp,19.5646,6,149.9511,103.8345,5.0103,4.6428,8.1129,8.449,2.0935,2.134,0.173616745732917,0.15848729484708599,0.713117494976498,0.375605597854556
759,760,lkh---eax---sophisticated/1000-332.tsp,19.7549,4,77.134,81.181,4.3455,4.3967,2.1196,2.0555,0.7512,0.7205,0.17602984900567603,0.150150755111539,0.751859988156435,0.32861748831180804
760,761,lkh---eax---sophisticated/1000-333.tsp,21.0075,4,48.942,33.3865,3.8906,3.5082,1.5881,1.256,0.4625,0.2279,0.18793930134917503,0.179339512722898,0.54877695816891,0.366254513029314
761,762,lkh---eax---sophisticated/1000-334.tsp,20.5096,4,92.1445,51.5875,4.5234,3.9433,14.8954,13.458,2.7011,2.5996,0.182710829520496,0.160297536644123,0.700929178962694,0.40614987527561197
762,763,lkh---eax---sophisticated/1000-335.tsp,22.2662,5,118.743,57.227,4.777,4.047,1.435,1.2835,0.3612,0.2496,0.198561596883561,0.188648780815949,0.529445670491056,0.40110483816592196
763,764,lkh---eax---sophisticated/1000-336.tsp,21.9076,7,364.8408,349.109,5.8995,5.8554,2.0824,1.2325,0.7335,0.209,0.197255956131327,0.178936807840087,0.583511678433362,0.39368573774194004
764,765,lkh---eax---sophisticated/1000-337.tsp,22.9983,9,112.9038,80.6555,4.7265,4.3902,22.3518,16.884,3.1069,2.8264,0.205954061682007,0.200406636899229,0.506902160234893,0.406573271400388
765,766,lkh---eax---sophisticated/1000-338.tsp,20.5112,3,218.26,186.062,5.3857,5.2261,1.5204,1.402,0.419,0.3379,0.181969212409384,0.16460969598500902,0.681179539965513,0.34676675547944397
766,767,lkh---eax---sophisticated/1000-339.tsp,20.9392,7,85.8574,64.29,4.4527,4.1634,7.3707,6.2155,1.9975,1.827,0.186034600738028,0.17055526464454002,0.574873907486689,0.36068079590609103
767,768,lkh---eax---sophisticated/1000-34.tsp,18.8603,9,124.0672,73.93,4.8208,4.3031,3.5775,2.526,1.2747,0.9266,0.167264888989566,0.137999794771193,0.854892790300862,0.371725309888097
768,769,lkh---eax---sophisticated/1000-340.tsp,19.1522,5,45.9073,28.9835,3.8266,3.3667,2.0306,1.5645,0.7083,0.4476,0.16819948616023098,0.138584638128113,0.828972475222727,0.360613911902666
769,770,lkh---eax---sophisticated/1000-341.tsp,19.9882,9,36.9489,25.8565,3.6095,3.2526,1.4588,1.389,0.3776,0.3286,0.177025810680253,0.154854423574421,0.677196069929335,0.34504284649219796
770,771,lkh---eax---sophisticated/1000-342.tsp,21.805,3,602.3605,513.5255,6.4009,6.2413,6.8937,6.4675,1.9306,1.8668,0.193333187885575,0.184333334325266,0.518832249746275,0.37127929264443904
771,772,lkh---eax---sophisticated/1000-343.tsp,22.4088,8,109.3033,31.684,4.6941,3.4558,2.7793,1.767,1.0222,0.5693,0.20157858222463101,0.19781544727522998,0.510337714832751,0.39359845024788304
772,773,lkh---eax---sophisticated/1000-344.tsp,22.1729,7,109.7298,86.86,4.698,4.4643,3.3544,3.0005,1.2103,1.0988,0.199737302685475,0.198581483024908,0.589555347381951,0.405692764973729
773,774,lkh---eax---sophisticated/1000-345.tsp,22.168,10,23.6495,14.3725,3.1633,2.6653,1.8783,1.5955,0.6304,0.4672,0.19790591338469,0.191778098288788,0.534810542923672,0.37820534656688004
774,775,lkh---eax---sophisticated/1000-346.tsp,22.5468,4,72.8252,64.2355,4.2881,4.1626,1.8029,1.6285,0.5894,0.4877,0.20171428265194702,0.191368101186213,0.509470898582223,0.403777498099479
775,776,lkh---eax---sophisticated/1000-347.tsp,22.6531,7,108.8951,90.725,4.6904,4.5078,2.378,1.8265,0.8663,0.6024,0.203158340725419,0.195539974646978,0.504645188921456,0.392322836016387
776,777,lkh---eax---sophisticated/1000-348.tsp,21.9884,5,117.6094,52.0835,4.7674,3.9528,1.572,1.4055,0.4523,0.3404,0.195932859697373,0.187398969984519,0.557186966666531,0.391277962452821
777,778,lkh---eax---sophisticated/1000-349.tsp,23.08,3,430.7249,315.6925,6.0655,5.7548,79.9209,55.376,4.381,4.0141,0.209573823754568,0.211988649983771,0.458020220506812,0.408933173917828
778,779,lkh---eax---sophisticated/1000-35.tsp,22.0789,10,182.8561,74.5335,5.2087,4.3112,21.5707,15.808,3.0713,2.7605,0.196031465628141,0.195976867533698,0.534633080919016,0.383359327079354
779,780,lkh---eax---sophisticated/1000-350.tsp,23.4816,2,101.2714,58.088,4.6178,4.062,2.2854,1.2505,0.8265,0.2235,0.209687867830084,0.199568289655773,0.526305123227489,0.41576582881587104
780,781,lkh---eax---sophisticated/1000-351.tsp,22.4772,10,70.0232,69.424,4.2488,4.2402,5.5758,4.5575,1.7184,1.5168,0.20174423484954299,0.194224059909156,0.511594362084478,0.382042116514847
781,782,lkh---eax---sophisticated/1000-352.tsp,23.056,9,98.4658,53.1975,4.5897,3.974,6.2357,3.8955,1.8303,1.3598,0.206934750838374,0.198581806887381,0.475388710236073,0.4002343870663
782,783,lkh---eax---sophisticated/1000-353.tsp,21.1185,2,10.9185,10.793,2.3905,2.3789,1.2461,1.233,0.22,0.2095,0.18637121469482001,0.161201338215099,0.630444831745689,0.363444105981427
783,784,lkh---eax---sophisticated/1000-354.tsp,21.9499,5,158.8079,80.144,5.0677,4.3838,23.1634,20.2535,3.1426,3.0083,0.196795708749905,0.18220328679676298,0.581323271177502,0.39441025598588303
784,785,lkh---eax---sophisticated/1000-355.tsp,20.7877,3,55.8181,41.42,4.0221,3.7238,14.6465,8.617,2.6842,2.1537,0.185344851514157,0.15845665968731398,0.711824625646448,0.35389655924259494
785,786,lkh---eax---sophisticated/1000-356.tsp,20.9777,3,35.1988,31.097,3.561,3.4371,2.3748,2.008,0.8649,0.6971,0.185563051513957,0.16893456350034397,0.667507940771073,0.369872021002122
786,787,lkh---eax---sophisticated/1000-357.tsp,23.019,2,141.4453,143.539,4.9519,4.9666,16.0213,13.261,2.7739,2.5848,0.208438983166845,0.205593403677109,0.486702679217977,0.42041711222880596
787,788,lkh---eax---sophisticated/1000-358.tsp,19.7541,5,353.8594,381.9395,5.8689,5.9453,3.5523,2.281,1.2676,0.8246,0.176034096186343,0.15773546839610497,0.776801751719054,0.357380621130573
788,789,lkh---eax---sophisticated/1000-359.tsp,23.1101,9,11.8822,9.197,2.475,2.2189,1.9207,1.4785,0.6527,0.391,0.20726447419535302,0.20203467485603602,0.464546648823646,0.397143982645508
789,790,lkh---eax---sophisticated/1000-36.tsp,21.4993,2,23.7258,19.679,3.1666,2.9796,2.0143,1.87,0.7003,0.6259,0.192038402541794,0.18043657113807599,0.587815083656539,0.370637214352672
790,791,lkh---eax---sophisticated/1000-360.tsp,21.4335,4,150.2499,131.0985,5.0123,4.8759,32.8167,21.539,3.4909,3.0699,0.190103774136802,0.169358901472034,0.645829220903137,0.365148046638478
791,792,lkh---eax---sophisticated/1000-361.tsp,18.7858,6,238.7988,156.0885,5.4756,5.0504,1.088,1.0515,0.0843,0.0502,0.165921705008279,0.134231475453568,0.842347458805322,0.336340979832732
792,793,lkh---eax---sophisticated/1000-362.tsp,23.4946,6,93.5793,88.384,4.5388,4.4817,10.6157,6.2845,2.3623,1.8381,0.211378373673303,0.20734508742062102,0.484649191050554,0.401770633678641
793,794,lkh---eax---sophisticated/1000-363.tsp,22.555,8,146.4533,125.255,4.9867,4.8304,2.3795,1.959,0.8669,0.6724,0.20222485805037602,0.192043993264112,0.522410138524751,0.387289427099349
794,795,lkh---eax---sophisticated/1000-364.tsp,21.7058,1,376.8574,280.2885,5.9319,5.6358,2.0644,1.937,0.7248,0.6611,0.195069542927474,0.184766397981975,0.544306707386634,0.37709623544689197
795,796,lkh---eax---sophisticated/1000-365.tsp,23.1561,10,36.3654,19.271,3.5936,2.9586,4.3803,4.6275,1.4771,1.532,0.208882474980317,0.200238805737585,0.489740590873361,0.40104903543587805
796,797,lkh---eax---sophisticated/1000-366.tsp,22.7952,10,32.3985,25.2275,3.4781,3.2279,3.4012,2.227,1.2241,0.8007,0.20533887192129702,0.193844348229679,0.509583051397557,0.387476701906071
797,798,lkh---eax---sophisticated/1000-367.tsp,21.3699,1,162.1393,101.2685,5.0885,4.6178,4.4423,3.697,1.4912,1.3075,0.191056185999604,0.16815108613776197,0.652155323092402,0.368271655686486
798,799,lkh---eax---sophisticated/1000-368.tsp,21.2892,10,85.2869,89.3945,4.446,4.4931,5.9906,3.65,1.7902,1.2947,0.189181035751743,0.167812000823989,0.594922719231413,0.40244388698203004
799,800,lkh---eax---sophisticated/1000-369.tsp,22.1633,1,28.3554,29.168,3.3448,3.3731,2.4833,2.1125,0.9096,0.7479,0.198508076848483,0.18173414394159398,0.559955904142692,0.40262194753943803
800,801,lkh---eax---sophisticated/1000-37.tsp,22.3278,3,79.6529,56.4385,4.3777,4.0332,5.5169,3.698,1.7078,1.3078,0.200118841103922,0.18974999999999997,0.559937746421723,0.39406758341290604
801,802,lkh---eax---sophisticated/1000-370.tsp,22.9145,4,31.3366,20.269,3.4448,3.0091,2.5314,2.2815,0.9288,0.8248,0.205616848850797,0.196076973648592,0.494285584492721,0.39231547978124004
802,803,lkh---eax---sophisticated/1000-371.tsp,20.3644,5,208.3841,143.507,5.3394,4.9664,2.2935,1.238,0.8301,0.2135,0.18036810715503102,0.14988187702875,0.761126773115589,0.38345944327271103
803,804,lkh---eax---sophisticated/1000-372.tsp,19.2343,3,170.0676,71.6385,5.1362,4.2716,403.5394,166.623,6.0003,5.1157,0.167928735745423,0.144003424528394,0.751343271934848,0.320259374972534
804,805,lkh---eax---sophisticated/1000-373.tsp,22.5604,8,125.3563,68.0805,4.8312,4.2207,2.6005,1.704,0.9557,0.533,0.202939216733348,0.19840613876458602,0.562474994074703,0.38720108861832203
805,806,lkh---eax---sophisticated/1000-374.tsp,21.7641,2,253.9862,207.3065,5.5373,5.3342,7.3079,2.775,1.989,1.0207,0.194804533887625,0.177880396053008,0.579694858978444,0.38640951497472403
806,807,lkh---eax---sophisticated/1000-375.tsp,21.0891,10,24.8365,18.547,3.2123,2.9203,1.9447,1.907,0.6651,0.6455,0.18878586133136602,0.166048164922722,0.65902545166805,0.404221919566069
807,808,lkh---eax---sophisticated/1000-376.tsp,21.9868,10,93.6235,59.2805,4.5393,4.0823,1.3076,1.22,0.2682,0.1989,0.195546931493642,0.18292185176071601,0.557517343362964,0.394381794901865
808,809,lkh---eax---sophisticated/1000-377.tsp,23.0782,7,62.4482,49.1255,4.1343,3.8944,6.4828,1.702,1.8692,0.5318,0.207254825367569,0.20012941761972902,0.485222124991606,0.412295602939546
809,810,lkh---eax---sophisticated/1000-378.tsp,21.2385,5,80.3153,42.298,4.386,3.7447,1.4641,1.6,0.3812,0.47,0.190707654456704,0.173512215646109,0.683382885601364,0.373686267491034
810,811,lkh---eax---sophisticated/1000-379.tsp,21.3126,3,81.3704,54.992,4.399,4.0072,5.2407,3.735,1.6565,1.3177,0.190485100890873,0.17846798744271,0.570987034914337,0.362540076186957
811,812,lkh---eax---sophisticated/1000-38.tsp,18.56,1,93.0182,62.402,4.5328,4.1336,3.192,2.489,1.1606,0.9119,0.162923802518609,0.132807970796379,0.912932822615821,0.384347917510601
812,813,lkh---eax---sophisticated/1000-380.tsp,22.0168,3,19.8526,16.702,2.9883,2.8155,1.3448,1.3605,0.2962,0.3079,0.197061935429783,0.176742473073009,0.598729152606582,0.40451270308298604
813,814,lkh---eax---sophisticated/1000-381.tsp,21.2797,10,14.3118,8.674,2.6611,2.1603,1.4368,1.193,0.3624,0.1765,0.188914607624069,0.17689437315356998,0.599906696669176,0.36083027527072303
814,815,lkh---eax---sophisticated/1000-382.tsp,20.9509,10,39.2787,13.59,3.6707,2.6093,2.6395,2.186,0.9706,0.7821,0.18584918956572,0.165727364384769,0.637786509881934,0.387596607282578
815,816,lkh---eax---sophisticated/1000-383.tsp,21.3733,10,35.883,15.2605,3.5803,2.7253,1.9026,1.7325,0.6432,0.5496,0.192428760169429,0.187715439190625,0.627518045387425,0.366049949175568
816,817,lkh---eax---sophisticated/1000-384.tsp,23.24,6,47.2019,36.7935,3.8544,3.6053,1.6144,1.6085,0.479,0.4753,0.20947599162430197,0.19849245085756198,0.486219591839108,0.395031407522409
817,818,lkh---eax---sophisticated/1000-385.tsp,21.979,1,195.6529,197.1695,5.2763,5.2841,1.9746,2.0295,0.6804,0.7078,0.198305952889139,0.186417820995331,0.607902859682389,0.37947845704572103
818,819,lkh---eax---sophisticated/1000-386.tsp,22.8255,1,37.9696,16.2925,3.6368,2.7907,3.3885,2.6495,1.2204,0.9744,0.20597243044415797,0.197186944968891,0.507606032517439,0.392554589164752
819,820,lkh---eax---sophisticated/1000-387.tsp,22.3439,5,89.2704,76.6525,4.4917,4.3393,1.8521,1.982,0.6163,0.6841,0.201357039400829,0.19434321812811,0.469214991532995,0.384656138278302
820,821,lkh---eax---sophisticated/1000-388.tsp,22.6269,8,13.0863,9.813,2.5716,2.2837,1.4572,1.276,0.3765,0.2437,0.204255497674956,0.197241219963929,0.514953916244746,0.392332319390738
821,822,lkh---eax---sophisticated/1000-389.tsp,20.3966,2,1026.3192,1079.9545,6.9337,6.9847,2.0757,1.9795,0.7303,0.6828,0.18322256214889798,0.166307738344703,0.70771214126425,0.40687528103556597
822,823,lkh---eax---sophisticated/1000-39.tsp,22.6866,9,52.257,49.9815,3.9562,3.9117,1.4431,1.317,0.3668,0.2754,0.20583189184588202,0.19255176484286,0.524729278535482,0.392314667599534
823,824,lkh---eax---sophisticated/1000-390.tsp,22.5275,4,243.1376,179.019,5.4936,5.1875,4.079,3.369,1.4059,1.2146,0.200544983460972,0.19068004941643,0.547911522117541,0.401964277743287
824,825,lkh---eax---sophisticated/1000-391.tsp,21.5052,3,76.6829,89.7425,4.3397,4.4969,1.7218,1.241,0.5434,0.2159,0.190931078607459,0.176163363560001,0.605201185993609,0.39288002671267097
825,826,lkh---eax---sophisticated/1000-392.tsp,22.7197,7,212.6869,102.436,5.3598,4.6292,9.6526,7.3495,2.2672,1.9946,0.20404532163000502,0.198567672313569,0.505184428096397,0.381328778921786
826,827,lkh---eax---sophisticated/1000-393.tsp,22.4301,4,35.9975,27.694,3.5834,3.3212,5.4424,5.112,1.6942,1.6316,0.20124149502723998,0.19840624933726703,0.543298029769135,0.38635959884817
827,828,lkh---eax---sophisticated/1000-394.tsp,23.1035,5,46.8675,42.5115,3.8473,3.7498,1.4618,1.354,0.3797,0.3031,0.208505679272581,0.20029442453548202,0.515614646804533,0.408259468102148
828,829,lkh---eax---sophisticated/1000-395.tsp,22.1791,8,29.2117,24.1315,3.3746,3.1835,1.5534,1.2465,0.4404,0.2203,0.199839979262912,0.20014668538310101,0.538698997073513,0.389687143531545
829,830,lkh---eax---sophisticated/1000-396.tsp,20.3677,8,644.8423,452.32,6.469,6.1144,18.5271,9.652,2.9192,2.2672,0.18113862991297103,0.159717843324481,0.69221225691379,0.388840870117305
830,831,lkh---eax---sophisticated/1000-397.tsp,20.2457,6,211.4314,145.71,5.3539,4.9816,1.2687,1.1865,0.238,0.171,0.180556854456215,0.152082939360967,0.718914301446432,0.336862341367068
831,832,lkh---eax---sophisticated/1000-398.tsp,23.1094,4,235.3009,208.6015,5.4609,5.3404,12.2424,9.5635,2.5049,2.258,0.21094728644370597,0.197590702387961,0.531699284143129,0.41393268111262504
832,833,lkh---eax---sophisticated/1000-399.tsp,20.6155,9,41.4591,35.9305,3.7247,3.5816,1.462,1.26,0.3798,0.2311,0.18278369437097297,0.14907548549275101,0.720534754881076,0.342235032205939
833,834,lkh---eax---sophisticated/1000-4.tsp,21.8986,8,81.7577,56.7815,4.4038,4.0392,6.5424,5.626,1.8783,1.7274,0.19539202202802397,0.183011831405114,0.613736244126822,0.37189691248584
834,835,lkh---eax---sophisticated/1000-40.tsp,23.5091,6,143.5305,132.349,4.9665,4.8854,7.0619,5.9315,1.9547,1.7803,0.21318186474358,0.207044530526801,0.474427357022898,0.40810719565806397
835,836,lkh---eax---sophisticated/1000-400.tsp,21.8924,9,52.9545,34.697,3.9694,3.5467,1.4413,1.276,0.3655,0.2437,0.198147176303842,0.186329067098909,0.572985704793283,0.382437370705144
836,837,lkh---eax---sophisticated/1000-401.tsp,21.3238,7,199.3271,93.6585,5.2949,4.5397,2.4958,2.3025,0.9146,0.834,0.189529039683146,0.175082319640579,0.602546659947163,0.36478328060378096
837,838,lkh---eax---sophisticated/1000-402.tsp,22.5598,6,36.4857,26.4555,3.5969,3.2755,2.2756,2.22,0.8222,0.7975,0.201152859662182,0.191204741909607,0.516052544514657,0.375402922284698
838,839,lkh---eax---sophisticated/1000-403.tsp,21.3292,1,285.009,212.917,5.6525,5.3609,19.3359,16.331,2.962,2.7931,0.188843586915203,0.176356861264064,0.594704862526042,0.37805709196964904
839,840,lkh---eax---sophisticated/1000-404.tsp,21.6361,7,37.4492,28.287,3.623,3.3424,3.936,2.6895,1.3702,0.9894,0.19334346314554102,0.175959470128156,0.571221081333714,0.39667272761410505
840,841,lkh---eax---sophisticated/1000-405.tsp,22.1068,7,20.8983,14.808,3.0397,2.6952,1.3401,1.314,0.2927,0.2731,0.197565183376032,0.179249020729105,0.550010764009228,0.389101220471852
841,842,lkh---eax---sophisticated/1000-406.tsp,20.9278,2,176.7246,154.422,5.1746,5.0397,8.0385,5.2185,2.0842,1.6522,0.18666025062366798,0.174613798484533,0.631861893932215,0.386097873476578
842,843,lkh---eax---sophisticated/1000-407.tsp,21.7999,6,49.931,52.6705,3.9106,3.9641,1.6098,1.3125,0.4761,0.2719,0.196571222494322,0.186845846294483,0.582260144281879,0.36849736354483403
843,844,lkh---eax---sophisticated/1000-408.tsp,22.4862,5,86.2761,56.2225,4.4576,4.0293,25.0796,27.778,3.2221,3.3242,0.20301045909013798,0.19513796740599,0.499795338036377,0.394780828774745
844,845,lkh---eax---sophisticated/1000-409.tsp,20.3228,7,22.0703,15.409,3.0942,2.735,3.0766,1.5505,1.1238,0.4386,0.18029195229584402,0.154324407748743,0.715890806599857,0.36524488148414896
845,846,lkh---eax---sophisticated/1000-41.tsp,20.9835,10,39.4539,18.6215,3.6751,2.9243,8.3679,8.367,2.1244,2.1243,0.188033130611724,0.170388200568561,0.667990447404033,0.395871383452364
846,847,lkh---eax---sophisticated/1000-410.tsp,20.4683,10,34.0974,15.3965,3.5292,2.7341,1.7701,1.5685,0.571,0.4501,0.183164019529573,0.1611949004723,0.728701250218645,0.372410970838054
847,848,lkh---eax---sophisticated/1000-411.tsp,23.0831,2,245.9444,190.477,5.5051,5.2495,5.8704,5.6755,1.7699,1.7362,0.206835355767058,0.204027791154433,0.477166341672158,0.390682314419115
848,849,lkh---eax---sophisticated/1000-412.tsp,20.9295,7,14.3577,8.5575,2.6643,2.1468,1.3695,1.3755,0.3144,0.3188,0.187339055167771,0.16654830022852898,0.651777044152947,0.343372513192267
849,850,lkh---eax---sophisticated/1000-413.tsp,22.6966,4,74.6619,67.606,4.313,4.2137,1.6186,1.3485,0.4816,0.299,0.204650350243538,0.19602368313471102,0.49404680508459,0.39049068748493104
850,851,lkh---eax---sophisticated/1000-414.tsp,20.9279,4,219.1778,156.1565,5.3899,5.0509,5.1024,5.4285,1.6297,1.6917,0.186420849683963,0.17324384990810401,0.64841336372494,0.369556298390534
851,852,lkh---eax---sophisticated/1000-415.tsp,21.3981,7,175.5607,182.871,5.168,5.2088,2.0368,1.738,0.7114,0.5527,0.190006400869352,0.18004492999138502,0.605053686531787,0.384447247007348
852,853,lkh---eax---sophisticated/1000-416.tsp,22.5545,4,111.675,99.683,4.7156,4.602,1.3346,1.2765,0.2886,0.2441,0.201573796624058,0.196093487412334,0.475934129692747,0.389150487858627
853,854,lkh---eax---sophisticated/1000-417.tsp,21.3579,9,109.274,69.9125,4.6939,4.2472,1.3409,1.066,0.2933,0.0639,0.194913187397068,0.181495667719109,0.671094229127313,0.415269059624337
854,855,lkh---eax---sophisticated/1000-418.tsp,21.6029,5,34.6182,13.9695,3.5444,2.6369,1.7541,1.5665,0.562,0.4488,0.19342092786255202,0.183192185230001,0.625899362913507,0.38583953414105804
855,856,lkh---eax---sophisticated/1000-419.tsp,22.8393,5,72.7996,60.2815,4.2877,4.099,2.2496,2.397,0.8108,0.8742,0.205924171958093,0.20011792233852102,0.482257876902127,0.38797905444352
856,857,lkh---eax---sophisticated/1000-42.tsp,19.9165,2,54.1762,56.715,3.9922,4.038,1.2905,1.321,0.255,0.2784,0.175729453126328,0.15666079374020098,0.745215226667986,0.338346055084788
857,858,lkh---eax---sophisticated/1000-420.tsp,18.962,6,32.653,30.7865,3.4859,3.4271,2.07,1.7125,0.7275,0.538,0.16835342134207099,0.13964010267090698,0.836899548241432,0.38339062774163396
858,859,lkh---eax---sophisticated/1000-421.tsp,23.4904,2,190.5514,154.205,5.2499,5.0383,1.2121,1.2395,0.1924,0.2147,0.212386344667848,0.20977100079026398,0.453573083014536,0.398708350699769
859,860,lkh---eax---sophisticated/1000-422.tsp,22.2548,4,88.5677,73.4745,4.4838,4.2969,12.9881,4.9805,2.564,1.6055,0.199418713012552,0.19311208564851498,0.572819288244437,0.37440612018765
860,861,lkh---eax---sophisticated/1000-423.tsp,21.9109,10,38.3599,24.0495,3.647,3.1801,4.3122,3.5075,1.4614,1.2549,0.19542815015074902,0.18669214536385598,0.525482265414247,0.36046846064084204
861,862,lkh---eax---sophisticated/1000-424.tsp,22.8962,10,108.1958,100.382,4.6839,4.609,4.235,4.2635,1.4434,1.4501,0.206410528473048,0.202715135132161,0.498970355925194,0.406380054530777
862,863,lkh---eax---sophisticated/1000-425.tsp,22.2296,3,55.4186,54.898,4.0149,4.0055,1.7529,1.552,0.5613,0.4395,0.19982088293158,0.185762662362495,0.55374369236215,0.403424146728177
863,864,lkh---eax---sophisticated/1000-426.tsp,22.4985,8,33.6903,32.646,3.5172,3.4857,3.2539,3.3385,1.1799,1.2055,0.200829774919454,0.20089613643594,0.540569669381219,0.39020113925502403
864,865,lkh---eax---sophisticated/1000-427.tsp,23.5476,6,139.4478,88.867,4.9377,4.4871,1.7354,1.6255,0.5512,0.4858,0.21365190975773898,0.21056508956424,0.477451372781822,0.40811127046766804
865,866,lkh---eax---sophisticated/1000-428.tsp,20.5207,7,51.5255,36.2025,3.9421,3.5891,4.2929,2.7565,1.457,1.014,0.184143745133442,0.171108298033135,0.665913166797584,0.40675488648047
866,867,lkh---eax---sophisticated/1000-429.tsp,22.7498,1,32.2856,33.395,3.4746,3.5084,2.7319,2.006,1.005,0.6961,0.20428648892336798,0.19688570016066098,0.511057401227285,0.387805221680862
867,868,lkh---eax---sophisticated/1000-43.tsp,20.909,3,31.4864,28.067,3.4496,3.3346,1.9607,1.7025,0.6733,0.5321,0.18633957911364799,0.166745462915037,0.610710617915904,0.38748986890308
868,869,lkh---eax---sophisticated/1000-430.tsp,22.6062,2,57.4003,32.964,4.05,3.4954,1.5289,1.3445,0.4245,0.296,0.202155518653584,0.194500284064249,0.483278815554145,0.388374623648587
869,870,lkh---eax---sophisticated/1000-431.tsp,22.1804,9,159.1164,109.0805,5.0696,4.6921,13.3284,11.174,2.5899,2.4136,0.197830169756779,0.188196291184543,0.520711841998485,0.37546049223836003
870,871,lkh---eax---sophisticated/1000-432.tsp,23.3648,2,22.9275,19.034,3.1323,2.9462,10.3904,7.788,2.3409,2.0526,0.211514442265527,0.20698567394747203,0.454599921323407,0.397447749976986
871,872,lkh---eax---sophisticated/1000-433.tsp,21.2691,1,31.7507,35.3675,3.4579,3.5658,1.299,1.22,0.2616,0.1989,0.188604370724844,0.16995094730910199,0.695924806396163,0.373006397035924
872,873,lkh---eax---sophisticated/1000-434.tsp,23.7294,10,229.3521,174.127,5.4353,5.1598,2.5293,1.904,0.9279,0.644,0.214422826058096,0.209648527817789,0.458109636001792,0.41523523308045396
873,874,lkh---eax---sophisticated/1000-435.tsp,20.3593,1,24.0589,16.449,3.1805,2.8003,1.2536,1.1465,0.226,0.1367,0.180388854517523,0.149866140603457,0.737803067235676,0.345171165094563
874,875,lkh---eax---sophisticated/1000-436.tsp,22.9426,2,117.7743,93.923,4.7688,4.5425,1.8313,1.24,0.605,0.2151,0.207376996311863,0.200620368768127,0.467794953228984,0.39094736034334904
875,876,lkh---eax---sophisticated/1000-437.tsp,21.8824,8,49.2311,48.6075,3.8965,3.8838,1.1083,1.1025,0.1028,0.0976,0.19568346889604502,0.184111024970261,0.576561741893592,0.373597681506645
876,877,lkh---eax---sophisticated/1000-438.tsp,23.1242,9,39.4901,28.7785,3.6761,3.3596,3.9574,4.0715,1.3756,1.404,0.210347327582225,0.20510848580697902,0.44646960791232,0.398533024299776
877,878,lkh---eax---sophisticated/1000-439.tsp,23.3206,8,122.9302,90.8305,4.8116,4.509,1.5775,1.2105,0.4558,0.191,0.210639356560473,0.205653748168677,0.475224053215971,0.40256901659965405
878,879,lkh---eax---sophisticated/1000-44.tsp,22.5071,7,20.3903,21.3335,3.0151,3.0603,1.7715,1.5535,0.5718,0.4405,0.202338961477854,0.191440972610727,0.506326241300867,0.38842660287131603
879,880,lkh---eax---sophisticated/1000-440.tsp,19.9843,6,96.2638,89.131,4.5671,4.4901,3.9221,3.187,1.3666,1.1591,0.180552704929066,0.15883797834807,0.708570071377536,0.401845834189129
880,881,lkh---eax---sophisticated/1000-441.tsp,22.5449,10,28.1923,23.171,3.339,3.1429,1.1294,1.084,0.1217,0.0807,0.202755779739194,0.196255465019248,0.486133412880406,0.40767378401073295
881,882,lkh---eax---sophisticated/1000-442.tsp,21.9342,1,24.4475,20.228,3.1965,3.0071,2.7355,1.4385,1.0063,0.3636,0.19664080169167,0.188558045747249,0.548118519898104,0.383155137682728
882,883,lkh---eax---sophisticated/1000-443.tsp,22.173,6,80.4556,50.257,4.3877,3.9171,5.55,2.9125,1.7138,1.069,0.198957316706737,0.18354900554216302,0.569202293360967,0.409867494862494
883,884,lkh---eax---sophisticated/1000-444.tsp,23.2736,4,391.6207,264.8865,5.9703,5.5793,2.6877,2.0305,0.9887,0.7083,0.209536012676943,0.206003060058359,0.473421253438605,0.413978225601393
884,885,lkh---eax---sophisticated/1000-445.tsp,22.1631,3,47.4365,48.2285,3.8594,3.876,5.5106,3.911,1.7067,1.3638,0.199720053974708,0.192170765906971,0.565137793992207,0.403180760023579
885,886,lkh---eax---sophisticated/1000-446.tsp,19.5241,2,165.2592,132.4375,5.1075,4.8861,7.4755,6.491,2.0116,1.8704,0.17358644863908898,0.145788139899751,0.75348050979183,0.353255534075129
886,887,lkh---eax---sophisticated/1000-447.tsp,23.1816,10,295.2751,131.9055,5.6879,4.8821,29.4726,11.956,3.3835,2.4812,0.210292573543812,0.207429109377795,0.474602941988876,0.396639804126637
